update,bacteria_pop,phage_pop,lysogen_pop,arbitrium,mean_lysogeny_rate,Hist_0.0,Hist_0.1,Hist_0.2,Hist_0.3,Hist_0.4,Hist_0.5,Hist_0.6,Hist_0.7,Hist_0.8,Hist_0.9
159,6,344,897,1860,0.114702,595,646,0,0,0,0,0,0,0,0
160,6,338,897,1860,0.114309,599,636,0,0,0,0,0,0,0,0
161,6,345,896,1860,0.114045,612,629,0,0,0,0,0,0,0,0
162,6,350,893,1860,0.114352,604,639,0,0,0,0,0,0,0,0
163,6,353,893,1860,0.114818,597,649,0,0,0,0,0,0,0,0
164,6,363,891,1860,0.114473,608,646,0,0,0,0,0,0,0,0
165,6,368,892,1860,0.114333,614,646,0,0,0,0,0,0,0,0
166,6,386,890,1860,0.114074,629,647,0,0,0,0,0,0,0,0
167,6,376,890,1860,0.114166,624,642,0,0,0,0,0,0,0,0
168,6,384,891,1860,0.114158,623,652,0,0,0,0,0,0,0,0
169,6,392,885,1860,0.114162,619,658,0,0,0,0,0,0,0,0
170,6,386,885,1860,0.11393,624,647,0,0,0,0,0,0,0,0
171,6,382,889,1860,0.11388,623,648,0,0,0,0,0,0,0,0
172,6,377,889,1860,0.114394,612,654,0,0,0,0,0,0,0,0
173,6,379,890,1860,0.114466,617,652,0,0,0,0,0,0,0,0
174,6,372,891,1860,0.11448,618,645,0,0,0,0,0,0,0,0
175,6,369,890,1860,0.114373,614,645,0,0,0,0,0,0,0,0
176,6,368,890,1860,0.114256,614,644,0,0,0,0,0,0,0,0
177,6,382,888,1860,0.114129,625,645,0,0,0,0,0,0,0,0
178,6,389,885,1860,0.113841,628,646,0,0,0,0,0,0,0,0
179,6,372,887,1860,0.113595,628,631,0,0,0,0,0,0,0,0
180,6,368,889,1860,0.11337,633,624,0,0,0,0,0,0,0,0
181,6,361,891,1860,0.11312,632,620,0,0,0,0,0,0,0,0
182,5,347,895,1861,0.112979,625,617,0,0,0,0,0,0,0,0
183,5,399,883,1861,0.113865,631,651,0,0,0,0,0,0,0,0
184,5,390,885,1861,0.113738,633,642,0,0,0,0,0,0,0,0
185,5,391,884,1861,0.113913,629,646,0,0,0,0,0,0,0,0
186,5,387,884,1861,0.113869,627,644,0,0,0,0,0,0,0,0
187,5,413,878,1861,0.113854,636,655,0,0,0,0,0,0,0,0
188,5,434,873,1861,0.114119,638,669,0,0,0,0,0,0,0,0
189,5,461,867,1861,0.11382,656,672,0,0,0,0,0,0,0,0
190,5,449,869,1861,0.113857,646,672,0,0,0,0,0,0,0,0
191,5,456,869,1861,0.113383,660,665,0,0,0,0,0,0,0,0
192,5,449,871,1861,0.113591,657,663,0,0,0,0,0,0,0,0
193,5,444,872,1861,0.113736,650,666,0,0,0,0,0,0,0,0
194,5,433,873,1861,0.113969,640,666,0,0,0,0,0,0,0,0
195,5,419,876,1861,0.114061,630,665,0,0,0,0,0,0,0,0
196,5,409,878,1861,0.113868,629,658,0,0,0,0,0,0,0,0
197,5,413,878,1861,0.114154,625,666,0,0,0,0,0,0,0,0
198,4,416,877,1862,0.113759,636,657,0,0,0,0,0,0,0,0
199,4,416,881,1862,0.113418,645,652,0,0,0,0,0,0,0,0
200,4,425,880,1862,0.113421,649,656,0,0,0,0,0,0,0,0
201,4,417,883,1862,0.113183,651,649,0,0,0,0,0,0,0,0
202,4,404,885,1862,0.113207,642,647,0,0,0,0,0,0,0,0
203,4,388,888,1862,0.112916,641,635,0,0,0,0,0,0,0,0
204,4,394,888,1862,0.112914,643,639,0,0,0,0,0,0,0,0
205,4,409,885,1862,0.113074,645,649,0,0,0,0,0,0,0,0
206,4,406,885,1862,0.113209,638,653,0,0,0,0,0,0,0,0
